"","child_id","child_age_rounded","child_gender"
"820","MBCA5E",2730,"f"
"821","NPVQNQ",1740,"m"
"822","NEQP2Q",1860,"f"
"823","44WWDL",1890,"f"
"824","dMcX57",1650,"m"
"825","P2JCDF",1740,"m"
"826","XEKPSB",1980,"f"
"827","dJPCR7",2610,"m"
"828","QVDCEG",2760,"f"
"829","TJAT32",1260,"m"
"830","V5REVB",1500,"m"
"831","S7FVQH",2070,"m"
"832","347dJH",1800,"f"
"833","SCMMCA",3150,"f"
"834","J33Q67",1440,"m"
"835","PK2YGJ",4200,"m"
"836","3G522Y",2460,"f"
"837","W575AK",2790,"f"
"838","WQGT5Y",1200,"m"
"839","d6RFVM",4110,"m"
"840","GYU46J",4140,"f"
"841","2cLdd2",2970,"f"
"842","6FL4TM",2550,"f"
"843","QVSRQC",1980,"f"
"844","DKUY4F",1290,"f"
"845","XAVQXc",2100,"f"
"846","UZG2dX",2940,"m"
"847","KHRJM7",3810,"m"
"848","UAPd65",3060,"m"
"849","3XcSJ2",3810,"f"
"850","dR3ZQW",3240,"m"
"851","LUQK5d",1350,"f"
"852","KE3Z6Z",3810,"f"
"853","FVTKHG",2790,"f"
"854","5HHGcY",2640,"m"
"855","Fc7UHG",3270,"m"
"856","Q4EEd6",2460,"f"
"857","Ddd42B",4590,"m"
"858","cFJCJK",2490,"f"
"859","RL5F7C",1590,"m"
"860","QARBCD",3690,"m"
"861","c2DEY3",1200,"m"
"862","LKJRX3",2970,"f"
"863","7R4XY2",1350,"f"
"864","MR5MAH",2700,"f"
"865","Z6JWFD",3000,"m"
"866","FG5XVM",2550,"m"
"867","BLMEUH",1560,"f"
"868","XC7SMU",4050,"m"
"869","MBSYFS",1740,"m"
"870","2N2GAd",3060,"f"
"871","YPNJKP",1740,"f"
"872","BdHTN4",3420,"m"
"873","4JccdB",2820,"m"
"874","XQS345",1140,"f"
"875","EG4DM2",1680,"m"
"876","ZPAG2A",2400,"f"
"877","NBXP7N",3390,"m"
"878","cE3WXc",1530,"m"
"879","KRLDTE",4320,"m"
"880","NY2cZA",3510,"f"
"881","CUCSW3",2880,"m"
"882","NZKdcH",1530,"f"
"883","5Hd5XN",3720,"m"
"884","JFd4LQ",3120,"f"
"885","V6JVMB",2700,"m"
"886","WGSZS6",1920,"m"
"887","UQYP3K",2160,"f"
"888","P3MYF5",3300,"f"
"889","dcddCF",1770,"f"
"890","CAECUF",3870,"f"
"891","NZcKZR",2490,"m"
"892","3MGZ2D",1620,"f"
"893","Y324M2",4710,"m"
"894","RKKSJM",3030,"f"
"895","4ABCC4",1320,"f"
"896","K73D3S",1860,"f"
"897","5d3X5S",1620,"f"
"898","WDETH6",2670,"m"
"899","dZUWST",2340,"f"
"900","cYGACQ",1890,"f"
"901","dXAQG4",2760,"m"
"902","5WHcX5",3750,"m"
"903","K7R7CV",2550,"f"
"904","FG2KCN",1440,"f"
"905","YHGER6",3660,"f"
"906","XUUFNU",2460,"f"
"907","WPK4FZ",2760,"m"
"908","Q4cDH5",2310,"f"
"909","CXMSKS",2730,"f"
"910","EZ6FZQ",1650,"m"
"911","LCDQES",1530,"f"
"912","LKKFPd",2400,"f"
"913","Y4MHXV",2160,"m"
"914","2ZPdLJ",1500,"f"
"915","RC5T3R",3480,"f"
"916","6c4MZT",2850,"f"
"917","2ZBH3d",4020,"f"
"918","d44R4W",4110,"f"
"919","ZEYSWL",1560,"f"
"920","33NPWV",1380,"m"
"921","YMH4W3",1650,"f"
"922","PXBcNU",1500,"m"
"923","C2J3Kd",1350,"f"
"924","7UQ674",1200,"f"
"925","dJZ5QE",2850,"f"
"926","H3HBTJ",1380,"f"
"927","AEL3EQ",1200,"m"
"928","3BMEHF",2130,"m"
"929","HBWDcR",3210,"m"
"930","ARMW2Y",3900,"m"
"931","KMUTBA",2790,"f"
"932","SCHcHE",3420,"m"
"933","PXXPWV",2010,"m"
"934","GCCDGU",1200,"f"
"935","7EBDYc",3270,"f"
"936","4P2QUV",1860,"m"
"937","Z6D7dB",2220,"f"
"938","75ZW26",1620,"m"
"939","BC76CA",3780,"m"
"940","WMJVGR",3000,"m"
"941","dVMXCc",1770,"f"
"942","d5Ud2c",1920,"f"
"943","4VCRcA",2520,"f"
"944","CQKHMP",4980,"f"
"945","QRZ4QE",1530,"f"
"946","EFYJWW",2010,"f"
"947","LRAUYL",2010,"f"
"948","AWZXWB",1290,"f"
"949","R27BW6",5130,"m"
"950","PHK3XR",2610,"f"
"951","N4N6Q2",1890,"m"
"952","YFLMKE",2490,"m"
"953","5c5BKL",2400,"m"
"954","VDGZL2",1680,"m"
"955","cMD6FQ",5220,"m"
"956","GXGSFD",5640,"f"
"957","SJQQ2J",5130,"f"
"958","5WN27N",5250,"f"
"959","P3EcYE",5130,"f"
"960","AVEH25",5460,"f"
"961","MLH6HJ",5610,"f"
"962","42LZDc",5280,"f"
"963","FFZF7X",5160,"f"
"964","LRCNHV",5700,"m"
"965","F5REDH",5520,"m"
"966","7GdZTX",5460,"m"
"967","D7cM6P",5790,"f"
"968","JE64ZK",5460,"m"
"969","2dBUQX",5310,"f"
"970","Yd7WPT",5250,"f"
"971","735EB3",5460,"f"
"972","cG6dWL",5430,"m"
"973","ENUBED",5130,"m"
"974","J4S4Nd",5310,"f"
"975","RQXQ37",5610,"f"
"976","TDYH5c",5250,"f"
"977","H5HUVK",5520,"f"
"978","A3HVZU",5490,"m"
"979","Q5ZTWH",5130,"m"
"980","CPLE3C",5220,"m"
"981","VdRXdD",1350,"f"
"982","DGH6Ld",1440,"f"
"983","KTLJTX",1140,"f"
"984","5A2Y2B",1170,"f"
"985","GRLVFF",1230,"m"
"986","4Lc7HB",1110,"m"
"987","5TDN53",1350,"f"
"988","F5QMEJ",1320,"m"
"989","KU6RG5",2460,"m"
"990","B5SScH",2520,"f"
"991","XFMJ2D",2400,"m"
"992","XNAGCD",2310,"f"
"993","CTDG73",2490,"m"
"994","GQYEcF",2340,"f"
"995","DTXJAD",2400,"m"
"996","5EPF77",2400,"f"
"997","RBWAXG",2370,"f"
"998","NA75A3",1320,"f"
"999","ZFASAN",1260,"m"
"1000","UPcFPQ",1170,"f"
"1001","3BJL75",1320,"m"
"1002","L6BNGd",1440,"m"
"1003","4dR3DM",1530,"f"
"1004","FG3c3c",1590,"m"
"1005","3NRZDA",1110,"f"
"1006","cKNVRc",1770,"f"
"1007","KTLJTX",1140,"f"
"1008","QZ77BB",1500,"m"
"1009","DEH3SW",1230,"f"
"1010","CFZAdK",1230,"m"
"1011","223QZT",1590,"f"
"1012","C2PTE3",1380,"f"
"1013","RTVEE7",1560,"m"
"1014","XUYCHN",1170,"f"
"1015","CFGJVV",1140,"f"
"1016","6RYcKQ",1260,"f"
"1017","NX5FLF",1110,"f"
"1018","ZP3B3N",1110,"f"
"1019","RJ5WYZ",1290,"f"
"1020","A5ZcC2",1140,"m"
"1021","LFC354",1110,"f"
"1022","FdK67M",1200,"f"
"1023","K6SSNX",1110,"f"
"1024","QEQAZZ",1440,"f"
"1025","E5EL7R",5520,"f"
"1026","AVEH25",5280,"f"
"1027","5CETCY",5520,"m"
"1028","KdTKRC",5730,"m"
"1029","XQc656",2490,"m"
"1030","3QARD5",2250,"m"
"1031","BAA7SE",2310,"f"
"1032","DRTVFR",2190,"f"
"1033","X3U2KL",3300,"m"
"1034","ZdWJU6",1200,"f"
"1035","DZEEEQ",1140,"m"
"1036","cLWD7X",1260,"m"
"1037","VVcSLZ",1170,"m"
"1038","YQXHAZ",1260,"m"
"1039","A5ZcC2",1110,"m"
"1040","4SGNPS",3780,"m"
"1041","77P6BR",3300,"f"
"1042","DJKFNX",3600,"m"
"1043","EM566H",3480,"m"
"1044","VHTSRV",3390,"m"
"1045","UFEZMT",3870,"f"
"1046","UNVGH4",3390,"f"
"1047","G64NX2",3300,"f"
"1048","UEXRGR",3300,"m"
"1049","2RT5YX",3750,"f"
"1050","5Hd5XN",3930,"m"
"1051","M2VDRX",3390,"f"
"1052","ALGACP",3630,"m"
"1053","6VQ5NV",3330,"f"
"1054","QE3QBc",3270,"m"
"1055","RF7BV6",3030,"f"
"1056","ZADALH",3630,"f"
"1057","UDVQ7Y",3330,"m"
"1058","ZU2PLS",3270,"f"
"1059","H7RFHM",3030,"f"
"1060","3NJBME",3360,"m"
"1061","2cLdd2",3180,"f"
"1062","U2YQXC",3870,"m"
"1063","U2YQXC",3870,"m"
"1064","VAKJdV",2940,"m"
"1065","WDNHcd",3990,"f"
"1066","cZVLcN",2970,"m"
"1067","LdNK4E",3090,"m"
"1068","5CZXYC",3240,"m"
"1069","MATGdB",3150,"f"
"1070","NBR2LE",3660,"m"
"1071","MM7MHD",3090,"m"
"1072","XQJNFQ",3510,"m"
"1073","J3RPUM",3930,"m"
"1074","J6GS2X",5820,"m"
"1075","QDLBWP",4500,"f"
"1076","36TYFV",4830,"f"
"1077","46GXRG",4890,"m"
"1078","WUCdQ6",4830,"m"
"1079","K7GP2d",5340,"f"
"1080","EcQK3N",5130,"m"
"1081","cMD6FQ",4980,"m"
"1082","EKACME",4740,"m"
"1083","K7GP2d",5340,"f"
"1084","7GKV4Y",5670,"m"
"1085","F7J6RM",4770,"m"
"1086","PU2VcV",4740,"o"
"1087","C5HA27",4740,"f"
"1088","USPAM2",4920,"f"
"1089","USPAM2",4920,"f"
"1090","CYHPFL",4950,"m"
"1091","SHWDdD",5310,"m"
"1092","27NPYH",4890,"f"
"1093","3EXKKV",4950,"m"
"1094","cMD6FQ",4920,"m"
"1095","LRCNHV",5430,"m"
"1096","PF76LW",5100,"m"
"1097","N2ZVC6",5280,"m"
"1098","B7TKT6",5040,"f"
"1099","7GdZTX",5190,"m"
"1100","735EB3",5250,"f"
"1101","RHTVQE",5010,"m"
"1102","VR4LYE",4500,"m"
"1103","543XTU",5280,"m"
"1104","775VNH",4890,"m"
"1105","N54WCV",5760,"f"
"1106","YAEUF5",5670,"m"
"1107","WQU6QW",5190,"f"
"1108","KRLDTE",4410,"m"
"1109","V3dN5D",4890,"m"
"1110","U32dEc",4950,"m"
"1111","JD34YF",4530,"m"
"1112","WYSHT3",4980,"m"
"1113","MNMX4S",5370,"m"
"1114","cX2D7c",4410,"f"
"1115","UYRcFH",4650,"f"
"1116","UKBcFN",4440,"m"
"1117","DEJDGM",4440,"m"
"1118","4URBHK",5070,"f"
"1119","YKUEcM",4170,"f"
"1120","P7Md7Y",4230,"f"
"1121","6VN3FP",4980,"m"
"1122","E5VGcY",4320,"f"
"1123","NcPKdR",4740,"m"
"1124","5C4cLF",4260,"m"
"1125","YKVL6Y",4020,"m"
"1126","LA3QLT",4770,"f"
"1127","3EXKKV",4860,"m"
"1128","4UTJ5C",4650,"f"
"1129","Z46DHN",4140,"m"
"1130","Rc27L6",5250,"f"
"1131","T7C2LP",4950,"f"
"1132","PCWHCD",4080,"m"
"1133","YSMZLG",4530,"m"
"1134","CJ2JZ3",4590,"m"
"1135","VB2XLF",4110,"m"
"1136","BVZU4W",4140,"m"
"1137","LZWTJC",4140,"m"
"1138","NN3UDW",4440,"m"
"1139","7DNGNA",5070,"m"
"1140","MQ5dCM",4260,"f"
"1141","G3BWNN",4440,"m"
"1142","J7d7Ed",4560,"m"
"1143","6LXAJD",4350,"f"
"1144","FEYCW6",4410,"m"
"1145","W3c3ZK",5580,"m"
"1146","BDKZEN",4050,"m"
"1147","ZQ3TTU",4710,"m"
"1148","XYX3RT",4680,"m"
"1149","JKQG2U",4740,"f"
"1150","VX7XXc",5040,"m"
"1151","26TBKA",4080,"m"
"1152","VMHNQA",4350,"f"
"1153","cYHPQ5",4140,"m"
"1154","KLdCX3",4260,"m"
"1155","SL5H56",4260,"f"
"1156","2CKBJK",4050,"m"
"1157","P7Md7Y",4200,"f"
"1158","VJ5H2T",5160,"o"
"1159","B47FdD",3990,"m"
"1160","J6DT2K",4560,"m"
"1161","Vc73T7",4110,"m"
"1162","2D2Pd2",5190,"f"
"1163","AHG2DK",5700,"m"
"1164","ERC7YR",3870,"f"
"1165","QCPV75",4500,"m"
"1166","CTJFJ4",4950,"m"
"1167","FQNNUZ",5130,"f"
"1168","J6GS2X",5640,"m"
"1169","c3dQ5P",3720,"m"
"1170","AVEH25",5070,"f"
"1171","HMdQVZ",3870,"m"
"1172","FBSJTZ",5820,"f"
"1173","DHLRUE",4560,"m"
"1174","CRAcZd",5430,"f"
"1175","TDSRAc",4770,"f"
"1176","RV46G2",4260,"m"
"1177","2UMdLC",4170,"m"
"1178","c53NTX",3870,"m"
"1179","G5dAEK",4230,"m"
"1180","G36QUX",3840,"m"
"1181","Ddd43L",4500,"f"
"1182","2MNUcZ",5460,"f"
"1183","NSYUD6",3930,"f"
"1184","F7J6RM",4620,"m"
"1185","XKdc35",4170,"f"
"1186","2HPcJ3",4980,"m"
"1187","LN6TPF",4350,"f"
"1188","5WcVK4",5160,"f"
"1189","4BAHDN",3780,"m"
"1190","cFCZPK",4950,"m"
"1191","NKAPDd",5520,"m"
"1192","H5HUVK",5250,"f"
"1193","M6LdNB",4620,"m"
"1194","5MGCBZ",4050,"m"
"1195","ECZKcH",3090,"f"
"1196","FXKXTL",4290,"f"
"1197","4HBDTF",3840,"m"
"1198","d2RNVQ",3090,"f"
"1199","AZQZZJ",3480,"f"
"1200","KYNWJ7",3420,"f"
"1201","PWRD2W",3240,"f"
"1202","THHUXY",2790,"f"
"1203","CcXK5V",3630,"f"
"1204","226DPJ",3870,"m"
"1205","CT6TE2",2280,"f"
"1206","dJUH64",2610,"m"
"1207","MM7MHD",2910,"m"
"1208","TRMZMN",2400,"f"
"1209","DUJVEL",3150,"m"
"1210","GE4NBT",5640,"m"
"1211","XdAMGC",2550,"f"
"1212","GLQULU",2640,"f"
"1213","ADcDUM",3330,"m"
"1214","dB3YRD",4290,"f"
"1215","CACCCP",2880,"m"
"1216","BJZGD2",3270,"f"
"1217","SQPHC7",2310,"f"
"1218","Kc6RMY",3330,"m"
"1219","PBLZWN",5190,"f"
"1220","VZ53KA",4110,"f"
"1221","WUBBEK",2640,"m"
"1222","XS57KJ",2190,"m"
"1223","d3R2U4",3060,"f"
"1224","RCAU4S",1980,"f"
"1225","UGcYTS",2970,"f"
"1226","LXRCcF",1980,"f"
"1227","6WDXTc",2160,"m"
"1228","37LAQX",2910,"m"
"1229","YLJTKQ",1950,"f"
"1230","KPRDT6",3480,"m"
"1231","BVA42Y",1950,"f"
"1232","KBQDD5",2700,"m"
"1233","4QcY5E",2070,"f"
"1234","4d2CPG",3000,"m"
"1235","SDF2YR",2490,"m"
"1236","7YdT45",2550,"f"
"1237","ZALG7S",3570,"f"
"1238","FJZ4BR",4530,"m"
"1239","BZVQUN",3840,"f"
"1240","BNXB5D",2640,"f"
"1241","NDM42C",2220,"f"
"1242","YM2G5C",1380,"f"
"1243","747d4U",2040,"f"
"1244","VEYGC2",3840,"m"
"1245","6RDT55",4920,"f"
"1246","c6dNFC",1500,"f"
"1247","FW72XL",3150,"f"
"1248","DY7SUJ",3870,"f"
"1249","VdM6UX",2880,"m"
"1250","4XE3KX",3600,"f"
"1251","QdRUdL",4170,"m"
"1252","VGGS3V",3480,"m"
"1253","3STC7T",1500,"f"
"1254","7W2BAS",3000,"f"
"1255","CPcQFY",4470,"f"
"1256","K6FCZV",3540,"m"
"1257","QMLL2R",1530,"m"
"1258","3ADQJK",1170,"m"
"1259","YPMRcS",1710,"f"
"1260","K7YdLP",5640,"f"
"1261","DBFU24",4290,"f"
"1262","KE6McV",4020,"f"
"1263","Y5C3MY",2880,"m"
"1264","VdA4LW",1290,"f"
"1265","SCHcHE",3450,"m"
"1266","GFRFTR",1920,"f"
"1267","AF6JVZ",2490,"m"
"1268","dADL67",1890,"f"
"1269","4NJCTY",1590,"m"
"1270","7JUJPC",2790,"m"
"1271","Y2M3FQ",4230,"f"
"1272","WDY6c7",2550,"f"
"1273","C5HA27",4620,"f"
"1274","PU2VcV",4620,"o"
"1275","YFE323",2040,"m"
"1276","GXJBPE",1170,"m"
"1277","VRRTXM",3540,"f"
"1278","65LC6N",1200,"m"
"1279","EHPQXP",2670,"f"
"1280","KN4QXT",1890,"m"
"1281","5Q24K5",1290,"f"
"1282","AEVA5R",2610,"f"
"1283","PZ5DPJ",1170,"f"
"1284","RL56d4",3060,"m"
"1285","VRHSL4",3450,"f"
"1286","SEAHSd",2100,"m"
"1287","NSQ3X6",3420,"f"
"1288","4VHdUK",5040,"m"
"1289","AS4P67",2040,"f"
"1290","Xd7JWC",2010,"m"
"1291","PcR4BM",1980,"m"
"1292","UPTL7Y",3720,"m"
"1293","DHZ3NG",3600,"f"
"1294","YLAdC4",1830,"f"
"1295","PRPWZF",2220,"f"
"1296","NMW7J7",1500,"f"
"1297","MBCA5E",2730,"f"
"1298","NPVQNQ",1740,"m"
"1299","NEQP2Q",1860,"f"
"1300","44WWDL",1890,"f"
"1301","dMcX57",1650,"m"
"1302","P2JCDF",1740,"m"
"1303","XEKPSB",1980,"f"
"1304","dJPCR7",2610,"m"
"1305","QVDCEG",2760,"f"
"1306","TJAT32",1260,"m"
"1307","V5REVB",1500,"m"
"1308","S7FVQH",2070,"m"
"1309","347dJH",1800,"f"
"1310","SCMMCA",3150,"f"
"1311","J33Q67",1440,"m"
"1312","PK2YGJ",4200,"m"
"1313","3G522Y",2460,"f"
"1314","W575AK",2790,"f"
"1315","WQGT5Y",1200,"m"
"1316","d6RFVM",4110,"m"
"1317","GYU46J",4140,"f"
"1318","2cLdd2",2970,"f"
"1319","6FL4TM",2550,"f"
"1320","QVSRQC",1980,"f"
"1321","DKUY4F",1290,"f"
"1322","XAVQXc",2100,"f"
"1323","UZG2dX",2940,"m"
"1324","KHRJM7",3810,"m"
"1325","UAPd65",3060,"m"
"1326","3XcSJ2",3810,"f"
"1327","dR3ZQW",3240,"m"
"1328","LUQK5d",1350,"f"
"1329","KE3Z6Z",3810,"f"
"1330","FVTKHG",2790,"f"
"1331","5HHGcY",2640,"m"
"1332","Fc7UHG",3270,"m"
"1333","Q4EEd6",2460,"f"
"1334","Ddd42B",4590,"m"
"1335","cFJCJK",2490,"f"
"1336","RL5F7C",1590,"m"
"1337","QARBCD",3690,"m"
"1338","c2DEY3",1200,"m"
"1339","LKJRX3",2970,"f"
"1340","7R4XY2",1350,"f"
"1341","MR5MAH",2700,"f"
"1342","Z6JWFD",3000,"m"
"1343","FG5XVM",2550,"m"
"1344","BLMEUH",1560,"f"
"1345","XC7SMU",4050,"m"
"1346","MBSYFS",1740,"m"
"1347","2N2GAd",3060,"f"
"1348","YPNJKP",1740,"f"
"1349","BdHTN4",3420,"m"
"1350","4JccdB",2820,"m"
"1351","XQS345",1140,"f"
"1352","EG4DM2",1680,"m"
"1353","ZPAG2A",2400,"f"
"1354","NBXP7N",3390,"m"
"1355","cE3WXc",1530,"m"
"1356","KRLDTE",4320,"m"
"1357","NY2cZA",3510,"f"
"1358","CUCSW3",2880,"m"
"1359","NZKdcH",1530,"f"
"1360","5Hd5XN",3720,"m"
"1361","JFd4LQ",3120,"f"
"1362","V6JVMB",2700,"m"
"1363","WGSZS6",1920,"m"
"1364","UQYP3K",2160,"f"
"1365","P3MYF5",3300,"f"
"1366","dcddCF",1770,"f"
"1367","CAECUF",3870,"f"
"1368","NZcKZR",2490,"m"
"1369","3MGZ2D",1620,"f"
"1370","Y324M2",4710,"m"
"1371","RKKSJM",3030,"f"
"1372","4ABCC4",1320,"f"
"1373","K73D3S",1860,"f"
"1374","5d3X5S",1620,"f"
"1375","WDETH6",2670,"m"
"1376","dZUWST",2340,"f"
"1377","cYGACQ",1890,"f"
"1378","dXAQG4",2760,"m"
"1379","5WHcX5",3750,"m"
"1380","K7R7CV",2550,"f"
"1381","FG2KCN",1440,"f"
"1382","YHGER6",3660,"f"
"1383","XUUFNU",2460,"f"
"1384","WPK4FZ",2760,"m"
"1385","Q4cDH5",2310,"f"
"1386","CXMSKS",2730,"f"
"1387","EZ6FZQ",1650,"m"
"1388","LCDQES",1530,"f"
"1389","LKKFPd",2400,"f"
"1390","Y4MHXV",2160,"m"
"1391","2ZPdLJ",1500,"f"
"1392","RC5T3R",3480,"f"
"1393","6c4MZT",2850,"f"
"1394","2ZBH3d",4020,"f"
"1395","d44R4W",4110,"f"
"1396","ZEYSWL",1560,"f"
"1397","33NPWV",1380,"m"
"1398","YMH4W3",1650,"f"
"1399","PXBcNU",1500,"m"
"1400","C2J3Kd",1350,"f"
"1401","7UQ674",1200,"f"
"1402","dJZ5QE",2850,"f"
"1403","H3HBTJ",1380,"f"
"1404","AEL3EQ",1200,"m"
"1405","3BMEHF",2130,"m"
"1406","HBWDcR",3210,"m"
"1407","ARMW2Y",3900,"m"
"1408","KMUTBA",2790,"f"
"1409","SCHcHE",3420,"m"
"1410","PXXPWV",2010,"m"
"1411","GCCDGU",1200,"f"
"1412","7EBDYc",3270,"f"
"1413","4P2QUV",1860,"m"
"1414","Z6D7dB",2220,"f"
"1415","75ZW26",1620,"m"
"1416","BC76CA",3780,"m"
"1417","WMJVGR",3000,"m"
"1418","dVMXCc",1770,"f"
"1419","d5Ud2c",1920,"f"
"1420","4VCRcA",2520,"f"
"1421","CQKHMP",4980,"f"
"1422","QRZ4QE",1530,"f"
"1423","EFYJWW",2010,"f"
"1424","LRAUYL",2010,"f"
"1425","AWZXWB",1290,"f"
"1426","R27BW6",5130,"m"
"1427","PHK3XR",2610,"f"
"1428","N4N6Q2",1890,"m"
"1429","YFLMKE",2490,"m"
"1430","5c5BKL",2400,"m"
"1431","VDGZL2",1680,"m"
"1432","cMD6FQ",5220,"m"
"1433","GXGSFD",5640,"f"
"1434","SJQQ2J",5130,"f"
"1435","5WN27N",5250,"f"
"1436","P3EcYE",5130,"f"
"1437","AVEH25",5460,"f"
"1438","MLH6HJ",5610,"f"
"1439","42LZDc",5280,"f"
"1440","FFZF7X",5160,"f"
"1441","LRCNHV",5700,"m"
"1442","F5REDH",5520,"m"
"1443","7GdZTX",5460,"m"
"1444","D7cM6P",5790,"f"
"1445","JE64ZK",5460,"m"
"1446","2dBUQX",5310,"f"
"1447","Yd7WPT",5250,"f"
"1448","735EB3",5460,"f"
"1449","cG6dWL",5430,"m"
"1450","ENUBED",5130,"m"
"1451","J4S4Nd",5310,"f"
"1452","RQXQ37",5610,"f"
"1453","TDYH5c",5250,"f"
"1454","H5HUVK",5520,"f"
"1455","A3HVZU",5490,"m"
"1456","Q5ZTWH",5130,"m"
"1457","CPLE3C",5220,"m"
"1458","VdRXdD",1350,"f"
"1459","DGH6Ld",1440,"f"
"1460","KTLJTX",1140,"f"
"1461","5A2Y2B",1170,"f"
"1462","GRLVFF",1230,"m"
"1463","4Lc7HB",1110,"m"
"1464","5TDN53",1350,"f"
"1465","F5QMEJ",1320,"m"
"1466","KU6RG5",2460,"m"
"1467","B5SScH",2520,"f"
"1468","XFMJ2D",2400,"m"
"1469","XNAGCD",2310,"f"
"1470","CTDG73",2490,"m"
"1471","GQYEcF",2340,"f"
"1472","DTXJAD",2400,"m"
"1473","5EPF77",2400,"f"
"1474","RBWAXG",2370,"f"
"1475","NA75A3",1320,"f"
"1476","ZFASAN",1260,"m"
"1477","UPcFPQ",1170,"f"
"1478","3BJL75",1320,"m"
"1479","L6BNGd",1440,"m"
"1480","4dR3DM",1530,"f"
"1481","FG3c3c",1590,"m"
"1482","3NRZDA",1110,"f"
"1483","cKNVRc",1770,"f"
"1484","KTLJTX",1140,"f"
"1485","QZ77BB",1500,"m"
"1486","DEH3SW",1230,"f"
"1487","CFZAdK",1230,"m"
"1488","223QZT",1590,"f"
"1489","C2PTE3",1380,"f"
"1490","RTVEE7",1560,"m"
"1491","XUYCHN",1170,"f"
"1492","CFGJVV",1140,"f"
"1493","6RYcKQ",1260,"f"
"1494","NX5FLF",1110,"f"
"1495","ZP3B3N",1110,"f"
"1496","RJ5WYZ",1290,"f"
"1497","A5ZcC2",1140,"m"
"1498","LFC354",1110,"f"
"1499","FdK67M",1200,"f"
"1500","K6SSNX",1110,"f"
"1501","QEQAZZ",1440,"f"
"1502","E5EL7R",5520,"f"
"1503","AVEH25",5280,"f"
"1504","5CETCY",5520,"m"
"1505","KdTKRC",5730,"m"
"1506","XQc656",2490,"m"
"1507","3QARD5",2250,"m"
"1508","BAA7SE",2310,"f"
"1509","DRTVFR",2190,"f"
"1510","X3U2KL",3300,"m"
"1511","ZdWJU6",1200,"f"
"1512","DZEEEQ",1140,"m"
"1513","DZEEEQ",1140,"m"
"1514","cLWD7X",1260,"m"
"1515","cLWD7X",1260,"m"
"1516","cLWD7X",1260,"m"
"1517","VVcSLZ",1170,"m"
"1518","YQXHAZ",1260,"m"
"1519","A5ZcC2",1110,"m"
"1520","4SGNPS",3780,"m"
"1521","77P6BR",3300,"f"
"1522","DJKFNX",3600,"m"
"1523","EM566H",3480,"m"
"1524","VHTSRV",3390,"m"
"1525","UFEZMT",3870,"f"
"1526","UNVGH4",3390,"f"
"1527","G64NX2",3300,"f"
"1528","UEXRGR",3300,"m"
"1529","2RT5YX",3750,"f"
"1530","5Hd5XN",3930,"m"
"1531","M2VDRX",3390,"f"
"1532","ALGACP",3630,"m"
"1533","ALGACP",3630,"m"
"1534","6VQ5NV",3330,"f"
"1535","QE3QBc",3270,"m"
"1536","RF7BV6",3030,"f"
"1537","ZADALH",3630,"f"
"1538","UDVQ7Y",3330,"m"
"1539","ZU2PLS",3270,"f"
"1540","H7RFHM",3030,"f"
"1541","3NJBME",3360,"m"
"1542","2cLdd2",3180,"f"
"1543","U2YQXC",3870,"m"
"1544","U2YQXC",3870,"m"
"1545","VAKJdV",2940,"m"
"1546","WDNHcd",3990,"f"
"1547","cZVLcN",2970,"m"
"1548","LdNK4E",3090,"m"
"1549","5CZXYC",3240,"m"
"1550","MATGdB",3150,"f"
"1551","NBR2LE",3660,"m"
"1552","MM7MHD",3090,"m"
"1553","XQJNFQ",3510,"m"
"1554","J3RPUM",3930,"m"
"1555","J6GS2X",5820,"m"
"1556","QDLBWP",4500,"f"
"1557","36TYFV",4830,"f"
"1558","46GXRG",4890,"m"
"1559","WUCdQ6",4830,"m"
"1560","K7GP2d",5340,"f"
"1561","EcQK3N",5130,"m"
"1562","cMD6FQ",4980,"m"
"1563","EKACME",4740,"m"
"1564","K7GP2d",5340,"f"
"1565","7GKV4Y",5670,"m"
"1566","F7J6RM",4770,"m"
"1567","PU2VcV",4740,"o"
"1568","C5HA27",4740,"f"
"1569","USPAM2",4920,"f"
"1570","USPAM2",4920,"f"
"1571","CYHPFL",4950,"m"
"1572","SHWDdD",5310,"m"
"1573","27NPYH",4890,"f"
"1574","3EXKKV",4950,"m"
"1575","cMD6FQ",4920,"m"
"1576","LRCNHV",5430,"m"
"1577","PF76LW",5100,"m"
"1578","N2ZVC6",5280,"m"
"1579","B7TKT6",5040,"f"
"1580","7GdZTX",5190,"m"
"1581","735EB3",5250,"f"
"1582","RHTVQE",5010,"m"
"1583","VR4LYE",4500,"m"
"1584","543XTU",5280,"m"
"1585","775VNH",4890,"m"
"1586","N54WCV",5760,"f"
"1587","YAEUF5",5670,"m"
"1588","WQU6QW",5190,"f"
"1589","KRLDTE",4410,"m"
"1590","V3dN5D",4890,"m"
"1591","U32dEc",4950,"m"
"1592","JD34YF",4530,"m"
"1593","WYSHT3",4980,"m"
"1594","MNMX4S",5370,"m"
"1595","cX2D7c",4410,"f"
"1596","UYRcFH",4650,"f"
"1597","UKBcFN",4440,"m"
"1598","DEJDGM",4440,"m"
"1599","4URBHK",5070,"f"
"1600","YKUEcM",4170,"f"
"1601","P7Md7Y",4230,"f"
"1602","6VN3FP",4980,"m"
"1603","E5VGcY",4320,"f"
"1604","NcPKdR",4740,"m"
"1605","5C4cLF",4260,"m"
"1606","YKVL6Y",4020,"m"
